drawing,image,condition,participant,RT,score,response
AD32_d02_apr23,a-pr23,search,AD32,3435,-0.5,2
AD35_d06_apr26,a-pr26,search,AD35,17284,-0.5,2
AD25_d10_apr04,a-pr4,search,AD25,6141,-1,1
AD29_d03_apr01,a-pr1,search,AD29,4179,-0.5,2
AD27_d03_apr13,a-pr13,search,AD27,3420,0.5,4
AD31_d11_apr14,a-pr14,search,AD31,2632,na,6
AD34_d02_apr14,a-pr14,search,AD34,2903,0.5,4
AD24_d02_apr22,a-pr22,search,AD24,6180,-0.5,2
AD25_d07_apr23,a-pr23,search,AD25,1654,-0.5,2
AD30_d04_apr19,a-pr19,search,AD30,29423,0,3
AD33_d03_apr01,a-pr1,search,AD33,1926,-1,1
AD25_d04_apr16,a-pr16,search,AD25,2496,-1,1
AD31_d02_apr26,a-pr26,search,AD31,2176,0,3
AD32_d06_apr01,a-pr1,search,AD32,2417,na,6
AD24_d06_apr01,a-pr1,search,AD24,1823,0,3
AD35_d05_apr06,a-pr6,search,AD35,1864,-0.5,2
AD26_d09_apr26,a-pr26,search,AD26,2162,-0.5,2
AD32_d01_apr13,a-pr13,search,AD32,2964,-0.5,2
AD23_d07_apr05,a-pr5,search,AD23,1584,0.5,4
AD26_d04_apr05,a-pr5,search,AD26,983,-0.5,2
AD27_d01_apr21,a-pr21,search,AD27,1460,0.5,4
AD26_d08_apr22,a-pr22,search,AD26,2019,-0.5,2
AD32_d03_apr21,a-pr21,search,AD32,2172,0.5,4
AD31_d04_apr05,a-pr5,search,AD31,2086,0.5,4
AD34_d03_apr06,a-pr6,search,AD34,1466,0,3
AD30_d10_apr26,a-pr26,search,AD30,2047,na,6
AD24_d07_apr30,a-pr30,search,AD24,2775,na,6
AD29_d04_apr04,a-pr4,search,AD29,1378,0.5,4
AD30_d07_apr16,a-pr16,search,AD30,3003,0.5,4
AD36_d01_apr13,a-pr13,search,AD36,3414,-0.5,2
AD29_d11_apr10,a-pr10,search,AD29,1918,0.5,4
AD26_d05_apr16,a-pr16,search,AD26,2116,na,6
AD30_d06_apr22,a-pr22,search,AD30,1944,na,6
AD24_d05_apr13,a-pr13,search,AD24,2730,0,3
AD30_d08_apr13,a-pr13,search,AD30,1424,na,6
AD27_d05_apr04,a-pr4,search,AD27,1246,0.5,4
AD35_d02_apr13,a-pr13,search,AD35,1888,0,3
AD29_d08_apr16,a-pr16,search,AD29,2785,-0.5,2
AD28_d05_apr19,a-pr19,search,AD28,1604,-0.5,2
AD31_d10_apr10,a-pr10,search,AD31,1180,0,3
AD26_d01_apr01,a-pr1,search,AD26,1214,0,3
AD34_d05_apr13,a-pr13,search,AD34,1619,-1,1
AD27_d04_apr30,a-pr30,search,AD27,1810,0.5,4
AD31_d01_apr22,a-pr22,search,AD31,1947,0.5,4
AD26_d02_apr19,a-pr19,search,AD26,1920,0,3
AD36_d02_apr01,a-pr1,search,AD36,2011,0,3
AD24_d09_apr04,a-pr4,search,AD24,1744,0,3
AD27_d09_apr06,a-pr6,search,AD27,3009,0.5,4
AD29_d10_apr26,a-pr26,search,AD29,2499,0.5,4
AD30_d02_apr21,a-pr21,search,AD30,2095,-0.5,2
AD29_d05_apr21,a-pr21,search,AD29,1737,-1,1
AD36_d04_apr05,a-pr5,search,AD36,1276,-1,1
AD26_d10_apr10,a-pr10,search,AD26,1414,-0.5,2
AD27_d02_apr16,a-pr16,search,AD27,1534,na,6
AD26_d03_apr04,a-pr4,search,AD26,2488,-0.5,2
AD33_d01_apr05,a-pr5,search,AD33,1048,-0.5,2
AD26_d11_apr14,a-pr14,search,AD26,1564,-0.5,2
AD35_d04_apr22,a-pr22,search,AD35,1693,-0.5,2
AD25_d02_apr06,a-pr6,search,AD25,1534,-0.5,2
AD31_d05_apr19,a-pr19,search,AD31,3306,-0.5,2
AD30_d03_apr10,a-pr10,search,AD30,15202,-1,1
AD26_d03_apr04,a-pr4,search,AD26,11052,-1,1
AD35_d06_apr26,a-pr26,search,AD35,5171,-1,1
AD34_d04_apr05,a-pr5,search,AD34,11759,-1,1
AD31_d10_apr10,a-pr10,search,AD31,14391030,-0.5,2
AD32_d01_apr13,a-pr13,search,AD32,10196,-0.5,2
AD29_d04_apr04,a-pr4,search,AD29,4112,0.5,4
AD33_d02_apr16,a-pr16,search,AD33,3723,-0.5,2
AD29_d05_apr21,a-pr21,search,AD29,14820,0.5,4
AD36_d03_apr32,a-pr32,search,AD36,24107,na,6
AD30_d08_apr13,a-pr13,search,AD30,10148,na,6
AD31_d01_apr22,a-pr22,search,AD31,16461,1,5
AD27_d04_apr30,a-pr30,search,AD27,6332,0,3
AD25_d09_apr10,a-pr10,search,AD25,8159,-0.5,2
AD25_d01_apr05,a-pr5,search,AD25,5247,0,3
AD31_d06_apr01,a-pr1,search,AD31,7504,-1,1
AD32_d06_apr01,a-pr1,search,AD32,9516,-1,1
AD31_d04_apr05,a-pr5,search,AD31,4367,-1,1
AD27_d01_apr21,a-pr21,search,AD27,7518,na,6
AD25_d02_apr06,a-pr6,search,AD25,3886,-1,1
AD27_d06_apr19,a-pr19,search,AD27,5958,1,5
AD26_d04_apr05,a-pr5,search,AD26,2488,-1,1
AD27_d08_apr01,a-pr1,search,AD27,4708,0,3
AD28_d03_apr22,a-pr22,search,AD28,6621,-0.5,2
AD34_d03_apr06,a-pr6,search,AD34,4822,0.5,4
AD34_d02_apr14,a-pr14,search,AD34,2664,0,3
AD26_d08_apr22,a-pr22,search,AD26,2868,-1,1
AD29_d09_apr13,a-pr13,search,AD29,5530,-1,1
AD24_d08_apr10,a-pr10,search,AD24,3399,0,3
AD30_d05_apr01,a-pr1,search,AD30,6572,-1,1
AD26_d05_apr16,a-pr16,search,AD26,4126,-0.5,2
AD35_d02_apr13,a-pr13,search,AD35,5884,-0.5,2
AD25_d03_apr01,a-pr1,search,AD25,4010,-1,1
AD26_d06_apr13,a-pr13,search,AD26,3879,0,3
AD26_d11_apr14,a-pr14,search,AD26,2106,-0.5,2
AD32_d05_apr32,a-pr32,search,AD32,2481,-1,1
AD28_d02_apr04,a-pr4,search,AD28,5801,0.5,4
AD27_d02_apr16,a-pr16,search,AD27,5259,na,6
AD26_d09_apr26,a-pr26,search,AD26,3838,-1,1
AD36_d01_apr13,a-pr13,search,AD36,4374,-1,1
AD24_d02_apr22,a-pr22,search,AD24,6767,na,6
AD27_d09_apr06,a-pr6,search,AD27,4265,0.5,4
AD26_d07_apr06,a-pr6,search,AD26,9385,-1,1
AD32_d03_apr21,a-pr21,search,AD32,1966,0,3
AD24_d03_apr26,a-pr26,search,AD24,10450,-1,1
AD29_d11_apr10,a-pr10,search,AD29,23047,-0.5,2
AD24_d07_apr30,a-pr30,search,AD24,40976,-1,1
AD35_d05_apr06,a-pr6,search,AD35,3539,-1,1
AD33_d03_apr01,a-pr1,search,AD33,1313,-1,1
AD32_d04_apr26,a-pr26,search,AD32,7457,0,3
AD28_d01_apr05,a-pr5,search,AD28,7633,0.5,4
AD23_d07_apr05,a-pr5,search,AD23,9421,-1,1
AD27_d07_apr10,a-pr10,search,AD27,5834,na,6
AD36_d05_apr16,a-pr16,search,AD36,2288,-1,1
AD30_d06_apr22,a-pr22,search,AD30,7775,-1,1
AD30_d02_apr21,a-pr21,search,AD30,7985,-1,1
AD27_d05_apr04,a-pr4,search,AD27,2815,1,5
AD35_d04_apr22,a-pr22,search,AD35,3212,-1,1
AD24_d09_apr04,a-pr4,search,AD24,4456,-0.5,2
AD26_d01_apr01,a-pr1,search,AD26,7591,-1,1
AD30_d12_apr14,a-pr14,search,AD30,3535,1,5
AD29_d08_apr16,a-pr16,search,AD29,2180,na,6
AD33_d04_apr26,a-pr26,search,AD33,2353,-1,1
AD25_d04_apr16,a-pr16,search,AD25,2274,-1,1
AD34_d05_apr13,a-pr13,search,AD34,1731,-1,1
AD29_d10_apr26,a-pr26,search,AD29,3547,-1,1
AD31_d02_apr26,a-pr26,search,AD31,5936,1,5
AD34_d01_apr22,a-pr22,search,AD34,3323,0,3
AD30_d04_apr19,a-pr19,search,AD30,3356,-1,1
AD27_d03_apr13,a-pr13,search,AD27,7535,0,3
AD36_d02_apr01,a-pr1,search,AD36,3399,-1,1
AD32_d07_apr10,a-pr10,search,AD32,3185,1,5
AD26_d02_apr19,a-pr19,search,AD26,3514,0,3
AD31_d07_apr23,a-pr23,search,AD31,8109,-0.5,2
AD28_d04_apr16,a-pr16,search,AD28,4382,na,6
AD31_d05_apr19,a-pr19,search,AD31,1807,-0.5,2
AD29_d12_apr23,a-pr23,search,AD29,4444,-0.5,2
AD36_d04_apr05,a-pr5,search,AD36,2280,-1,1
AD31_d11_apr14,a-pr14,search,AD31,5156,na,6
AD29_d03_apr01,a-pr1,search,AD29,4023,-1,1
AD35_d08_apr05,a-pr5,search,AD35,6441,na,6
AD24_d06_apr01,a-pr1,search,AD24,2332,na,6
AD30_d01_apr23,a-pr23,search,AD30,5256,-1,1
AD29_d06_apr32,a-pr32,search,AD29,2691,0,3
AD30_d10_apr26,a-pr26,search,AD30,2862,na,6
AD24_d05_apr13,a-pr13,search,AD24,1738,-1,1
AD32_d02_apr23,a-pr23,search,AD32,5202,-0.5,2
AD33_d01_apr05,a-pr5,search,AD33,2663,-1,1
AD26_d10_apr10,a-pr10,search,AD26,2812,-0.5,2
AD31_d03_apr13,a-pr13,search,AD31,3630,na,6
AD34_d07_apr01,a-pr1,search,AD34,2029,na,6
AD23_d06_apr13,a-pr13,search,AD23,2872,0.5,4
AD28_d05_apr19,a-pr19,search,AD28,1458,-1,1
AD30_d07_apr16,a-pr16,search,AD30,1866,na,6
AD29_d02_apr22,a-pr22,search,AD29,4252,0,3
AD25_d07_apr23,a-pr23,search,AD25,2114,-1,1
AD35_d03_apr01,a-pr1,search,AD35,1329,-1,1
AD31_d08_apr06,a-pr6,search,AD31,5215,0,3
AD25_d10_apr04,a-pr4,search,AD25,1844,-1,1
AD35_d01_apr10,a-pr10,search,AD35,6199,0,3
AD34_d06_apr16,a-pr16,search,AD34,3933,0,3
AD34_d04_apr05,a-pr5,search,AD34,48249,-0.5,2
AD30_d01_apr23,a-pr23,search,AD30,4164,-0.5,2
AD34_d03_apr06,a-pr6,search,AD34,7666,0,3
AD34_d07_apr01,a-pr1,search,AD34,9715,1,5
AD32_d07_apr10,a-pr10,search,AD32,5480,0.5,4
AD30_d03_apr10,a-pr10,search,AD30,5749,1,5
AD32_d01_apr13,a-pr13,search,AD32,14200,1,5
AD32_d02_apr23,a-pr23,search,AD32,10337,1,5
AD29_d11_apr10,a-pr10,search,AD29,6730,1,5
AD33_d04_apr26,a-pr26,search,AD33,3452,1,5
AD35_d03_apr01,a-pr1,search,AD35,4564,1,5
AD36_d01_apr13,a-pr13,search,AD36,23614,1,5
AD25_d01_apr05,a-pr5,search,AD25,45971,1,5
AD29_d12_apr23,a-pr23,search,AD29,165699,0.5,4
AD31_d05_apr19,a-pr19,search,AD31,7736,0.5,4
AD36_d02_apr01,a-pr1,search,AD36,2580,0.5,4
AD24_d08_apr10,a-pr10,search,AD24,2283,1,5
AD31_d06_apr01,a-pr1,search,AD31,3353,-0.5,2
AD24_d03_apr26,a-pr26,search,AD24,7810,0.5,4
AD31_d10_apr10,a-pr10,search,AD31,2097,0.5,4
AD35_d04_apr22,a-pr22,search,AD35,3850,1,5
AD34_d06_apr16,a-pr16,search,AD34,3335,0.5,4
AD29_d05_apr21,a-pr21,search,AD29,8889,0.5,4
AD33_d03_apr01,a-pr1,search,AD33,8129,0.5,4
AD25_d04_apr16,a-pr16,search,AD25,10969,1,5
AD29_d03_apr01,a-pr1,search,AD29,2196,1,5
AD33_d02_apr16,a-pr16,search,AD33,1946,1,5
AD29_d06_apr32,a-pr32,search,AD29,5964,0.5,4
AD26_d08_apr22,a-pr22,search,AD26,4417,-0.5,2
AD29_d02_apr22,a-pr22,search,AD29,5181,-0.5,2
AD35_d05_apr06,a-pr6,search,AD35,2999,1,5
AD29_d10_apr26,a-pr26,search,AD29,4500,1,5
AD27_d07_apr10,a-pr10,search,AD27,2653,1,5
AD31_d04_apr05,a-pr5,search,AD31,3312,0.5,4
AD31_d02_apr26,a-pr26,search,AD31,4027,0.5,4
AD32_d03_apr21,a-pr21,search,AD32,3348,-0.5,2
AD25_d09_apr10,a-pr10,search,AD25,186182,-0.5,2
AD30_d12_apr14,a-pr14,search,AD30,2399,1,5
AD26_d01_apr01,a-pr1,search,AD26,2501,-0.5,2
AD25_d10_apr04,a-pr4,search,AD25,3396,0.5,4
AD28_d04_apr16,a-pr16,search,AD28,5731,1,5
AD32_d06_apr01,a-pr1,search,AD32,2947,1,5
AD29_d04_apr04,a-pr4,search,AD29,22514,0.5,4
AD28_d01_apr05,a-pr5,search,AD28,5398,0.5,4
AD29_d09_apr13,a-pr13,search,AD29,22194,0.5,4
AD30_d07_apr16,a-pr16,search,AD30,1681,1,5
AD34_d05_apr13,a-pr13,search,AD34,2129,0.5,4
AD27_d08_apr01,a-pr1,search,AD27,2611,0.5,4
AD36_d03_apr32,a-pr32,search,AD36,4746,-0.5,2
AD30_d08_apr13,a-pr13,search,AD30,4682,1,5
AD26_d04_apr05,a-pr5,search,AD26,1714,-0.5,2
AD26_d09_apr26,a-pr26,search,AD26,1995,0.5,4
AD26_d02_apr19,a-pr19,search,AD26,3832,0.5,4
AD35_d08_apr05,a-pr5,search,AD35,3064,-0.5,2
AD27_d06_apr19,a-pr19,search,AD27,2465,-0.5,2
AD24_d02_apr22,a-pr22,search,AD24,5665,0.5,4
AD34_d01_apr22,a-pr22,search,AD34,2379,-1,1
AD31_d03_apr13,a-pr13,search,AD31,2986,0.5,4
AD28_d02_apr04,a-pr4,search,AD28,2646,1,5
AD30_d05_apr01,a-pr1,search,AD30,3395,1,5
AD26_d11_apr14,a-pr14,search,AD26,2896,0.5,4
AD36_d04_apr05,a-pr5,search,AD36,3414,0.5,4
AD27_d09_apr06,a-pr6,search,AD27,4731,0.5,4
AD26_d03_apr04,a-pr4,search,AD26,4547,0.5,4
AD24_d07_apr30,a-pr30,search,AD24,3886,0.5,4
AD35_d01_apr10,a-pr10,search,AD35,2980,0.5,4
AD27_d05_apr04,a-pr4,search,AD27,4860,1,5
AD26_d07_apr06,a-pr6,search,AD26,3479,0.5,4
AD23_d06_apr13,a-pr13,search,AD23,2283,0.5,4
AD32_d04_apr26,a-pr26,search,AD32,2287,0.5,4
AD23_d07_apr05,a-pr5,search,AD23,2068,0.5,4
AD30_d06_apr22,a-pr22,search,AD30,2303,1,5
AD27_d03_apr13,a-pr13,search,AD27,1471,1,5
AD36_d05_apr16,a-pr16,search,AD36,1801,1,5
AD35_d02_apr13,a-pr13,search,AD35,3880,-0.5,2
AD30_d04_apr19,a-pr19,search,AD30,2927,-0.5,2
AD24_d09_apr04,a-pr4,search,AD24,3633,0.5,4
AD27_d02_apr16,a-pr16,search,AD27,2779,1,5
AD26_d06_apr13,a-pr13,search,AD26,2933,-0.5,2
AD31_d07_apr23,a-pr23,search,AD31,2947,0.5,4
AD25_d03_apr01,a-pr1,search,AD25,2828,0.5,4
AD24_d05_apr13,a-pr13,search,AD24,4484,0.5,4
AD25_d02_apr06,a-pr6,search,AD25,5501,0.5,4
AD31_d11_apr14,a-pr14,search,AD31,2966,1,5
AD31_d01_apr22,a-pr22,search,AD31,2389,1,5
AD32_d05_apr32,a-pr32,search,AD32,1629,1,5
AD33_d01_apr05,a-pr5,search,AD33,1958,1,5
AD24_d06_apr01,a-pr1,search,AD24,2801,1,5
AD25_d07_apr23,a-pr23,search,AD25,3366,-0.5,2
AD26_d05_apr16,a-pr16,search,AD26,2370,0.5,4
AD27_d04_apr30,a-pr30,search,AD27,1447,0.5,4
AD34_d02_apr14,a-pr14,search,AD34,5968,1,5
AD30_d02_apr21,a-pr21,search,AD30,2362,-0.5,2
AD31_d08_apr06,a-pr6,search,AD31,3380,0.5,4
AD30_d10_apr26,a-pr26,search,AD30,5433,0.5,4
AD29_d08_apr16,a-pr16,search,AD29,4401,0.5,4
AD28_d05_apr19,a-pr19,search,AD28,1364,1,5
AD27_d01_apr21,a-pr21,search,AD27,1577,0.5,4
AD35_d06_apr26,a-pr26,search,AD35,1695,0.5,4
AD26_d10_apr10,a-pr10,search,AD26,1226,0.5,4
AD28_d03_apr22,a-pr22,search,AD28,7665,-0.5,2
AD22_d02_apr13,a-pr13,search,AD22,9476,1,5
AD16_d02_apr19,a-pr19,search,AD16,19170,-0.5,2
AD16_d12_apr16,a-pr16,search,AD16,33192,0.5,4
AD23_d03_apr16,a-pr16,search,AD23,15753,0,3
AD16_d07_apr05,a-pr5,search,AD16,20166,na,6
AD13_d06_apr10,a-pr10,search,AD13,8104,-1,1
AD15_d09_apr01,a-pr1,search,AD15,14620,0,3
AD15_d10_apr32,a-pr32,search,AD15,13525,-0.5,2
AD20_d01_apr22,a-pr22,search,AD20,10535,0,3
AD14_d05_apr16,a-pr16,search,AD14,18162,1,5
AD19_d01_apr10,a-pr10,search,AD19,8726,0,3
AD18_d04_apr32,a-pr32,search,AD18,21443,-0.5,2
AD21_d07_apr13,a-pr13,search,AD21,9540,-1,1
AD13_d09_apr06,a-pr6,search,AD13,13337,na,6
AD13_d11_apr01,a-pr1,search,AD13,16283,na,6
AD19_d03_apr06,a-pr6,search,AD19,7653,-1,1
AD11_d03_apr05,a-pr5,search,AD11,6581,1,5
AD11_d02_apr16,a-pr16,search,AD11,4267,1,5
AD17_d04_apr05,a-pr5,search,AD17,6580,0,3
AD13_d03_apr05,a-pr5,search,AD13,12663,na,6
AD12_d06_apr01,a-pr1,search,AD12,19483,na,6
AD18_d05_apr26,a-pr26,search,AD18,4708,-1,1
AD20_d07_apr16,a-pr16,search,AD20,18389,1,5
AD16_d05_apr32,a-pr32,search,AD16,7554,1,5
AD21_d06_apr16,a-pr16,search,AD21,16391,1,5
AD12_d09_apr19,a-pr19,search,AD12,4090,-1,1
AD16_d14_apr22,a-pr22,search,AD16,16420,-1,1
AD15_d04_apr13,a-pr13,search,AD15,14156,0,3
AD13_d07_apr26,a-pr26,search,AD13,17578,0,3
AD13_d04_apr21,a-pr21,search,AD13,29630,-1,1
AD14_d06_apr04,a-pr4,search,AD14,8094,0,3
AD23_d05_apr26,a-pr26,search,AD23,13510,0,3
AD12_d03_apr16,a-pr16,search,AD12,3108,-1,1
AD16_d11_apr23,a-pr23,search,AD16,3670,-1,1
AD13_d10_apr23,a-pr23,search,AD13,5134,-0.5,2
AD21_d01_apr05,a-pr5,search,AD21,21108,1,5
AD23_d04_apr01,a-pr1,search,AD23,14702,-0.5,2
AD12_d01_apr22,a-pr22,search,AD12,7274,-0.5,2
AD16_d13_apr21,a-pr21,search,AD16,13118,-0.5,2
AD23_d02_apr06,a-pr6,search,AD23,16987,-0.5,2
AD22_d05_apr22,a-pr22,search,AD22,18208,-0.5,2
AD20_d09_apr23,a-pr23,search,AD20,21105,-1,1
AD18_d06_apr01,a-pr1,search,AD18,2686,-1,1
AD16_d10_apr26,a-pr26,search,AD16,8393,0,3
AD21_d03_apr30,a-pr30,search,AD21,10782,1,5
AD21_d05_apr23,a-pr23,search,AD21,3921,1,5
AD19_d07_apr26,a-pr26,search,AD19,7713,0.5,4
AD10_d08_apr21,a-pr21,search,AD10,14498,na,6
AD20_d06_apr21,a-pr21,search,AD20,12113,1,5
AD21_d02_apr26,a-pr26,search,AD21,5627,1,5
AD16_d06_apr04,a-pr4,search,AD16,6855,-0.5,2
AD20_d02_apr13,a-pr13,search,AD20,9692,-0.5,2
AD17_d03_apr04,a-pr4,search,AD17,13487,-0.5,2
AD12_d02_apr05,a-pr5,search,AD12,4554,-0.5,2
AD21_d09_apr10,a-pr10,search,AD21,4464,1,5
AD12_d08_apr10,a-pr10,search,AD12,2667,-0.5,2
AD12_d04_apr04,a-pr4,search,AD12,3597,-1,1
AD12_d05_apr14,a-pr14,search,AD12,10597,0,3
AD18_d02_apr30,a-pr30,search,AD18,11506,0,3
AD20_d04_apr01,a-pr1,search,AD20,10995,-0.5,2
AD17_d01_apr10,a-pr10,search,AD17,2017,-0.5,2
AD14_d02_apr13,a-pr13,search,AD14,7086,-0.5,2
AD22_d04_apr01,a-pr1,search,AD22,9977,-0.5,2
AD13_d05_apr22,a-pr22,search,AD13,7584,0.5,4
AD15_d05_apr23,a-pr23,search,AD15,9903,0.5,4
AD15_d06_apr10,a-pr10,search,AD15,16433,-0.5,2
AD22_d01_apr32,a-pr32,search,AD22,4445,0,3
AD19_d05_apr04,a-pr4,search,AD19,7989,-0.5,2
AD11_d05_apr13,a-pr13,search,AD11,3746,-1,1
AD16_d03_apr13,a-pr13,search,AD16,5466,-1,1
AD15_d11_apr06,a-pr6,search,AD15,8789,-0.5,2
AD16_d08_apr14,a-pr14,search,AD16,5710,0,3
AD23_d01_apr22,a-pr22,search,AD23,4055,-1,1
AD14_d04_apr10,a-pr10,search,AD14,4827,0.5,4
AD22_d07_apr05,a-pr5,search,AD22,5321,na,6
AD13_d08_apr14,a-pr14,search,AD13,7123,-0.5,2
AD13_d02_apr13,a-pr13,search,AD13,4626,-0.5,2
AD15_d03_apr04,a-pr4,search,AD15,7922,0.5,4
AD19_d02_apr16,a-pr16,search,AD19,12412,0,3
AD15_d07_apr16,a-pr16,search,AD15,8860,0,3
AD21_d08_apr14,a-pr14,search,AD21,4244,1,5
AD15_d02_apr21,a-pr21,search,AD15,2624,0,3
AD14_d08_apr05,a-pr5,search,AD14,2536,0,3
AD11_d01_apr30,a-pr30,search,AD11,4932,0.5,4
AD22_d06_apr16,a-pr16,search,AD22,2453,-0.5,2
AD16_d04_apr10,a-pr10,search,AD16,3252,-0.5,2
AD18_d08_apr04,a-pr4,search,AD18,10223,-0.5,2
AD19_d04_apr13,a-pr13,search,AD19,4067,-1,1
AD18_d01_apr10,a-pr10,search,AD18,8429,-0.5,2
AD21_d04_apr22,a-pr22,search,AD21,2395,1,5
AD20_d05_apr06,a-pr6,search,AD20,1551,0,3
AD19_d06_apr05,a-pr5,search,AD19,1472,-0.5,2
AD14_d03_apr26,a-pr26,search,AD14,1921,0,3
AD12_d10_apr32,a-pr32,search,AD12,2180,-0.5,2
AD16_d09_apr01,a-pr1,search,AD16,2855,-1,1
AD14_d07_apr21,a-pr21,search,AD14,2576,0.5,4
AD13_d01_apr19,a-pr19,search,AD13,5768,0,3
AD13_d12_apr16,a-pr16,search,AD13,3874,-0.5,2
AD17_d02_apr21,a-pr21,search,AD17,3412,-1,1
AD15_d08_apr05,a-pr5,search,AD15,2848,0,3
AD17_d05_apr16,a-pr16,search,AD17,6155,0.5,4
AD18_d07_apr13,a-pr13,search,AD18,3086,-0.5,2
AD15_d10_apr32,a-pr32,search,AD15,3753,0,3
AD16_d14_apr22,a-pr22,search,AD16,2762,-1,1
AD11_d01_apr30,a-pr30,search,AD11,4558,0.5,4
AD13_d02_apr13,a-pr13,search,AD13,2263,-1,1
AD15_d05_apr23,a-pr23,search,AD15,4456,0,3
AD19_d06_apr05,a-pr5,search,AD19,5467,-1,1
AD23_d05_apr26,a-pr26,search,AD23,7299,0,3
AD21_d01_apr05,a-pr5,search,AD21,17019,0.5,4
AD16_d08_apr14,a-pr14,search,AD16,2454,-0.5,2
AD16_d09_apr01,a-pr1,search,AD16,1519,-1,1
AD19_d04_apr13,a-pr13,search,AD19,1404,-1,1
AD22_d01_apr32,a-pr32,search,AD22,2590,0,3
AD16_d10_apr26,a-pr26,search,AD16,12858,-0.5,2
AD16_d03_apr13,a-pr13,search,AD16,1286,-1,1
AD21_d07_apr13,a-pr13,search,AD21,1885,0,3
AD13_d04_apr21,a-pr21,search,AD13,1986,-0.5,2
AD16_d04_apr10,a-pr10,search,AD16,1481,0,3
AD20_d04_apr01,a-pr1,search,AD20,1544,-1,1
AD18_d02_apr30,a-pr30,search,AD18,1552,0,3
AD19_d01_apr10,a-pr10,search,AD19,1688,0,3
AD18_d04_apr32,a-pr32,search,AD18,1502,-1,1
AD13_d03_apr05,a-pr5,search,AD13,16722,-0.5,2
AD23_d04_apr01,a-pr1,search,AD23,1690,-0.5,2
AD13_d09_apr06,a-pr6,search,AD13,4427,0,3
AD15_d11_apr06,a-pr6,search,AD15,265114,-1,1
AD21_d03_apr30,a-pr30,search,AD21,25046,0.5,4
AD22_d05_apr22,a-pr22,search,AD22,1888,-1,1
AD16_d05_apr32,a-pr32,search,AD16,6594,-0.5,2
AD13_d07_apr26,a-pr26,search,AD13,6338,0,3
AD18_d07_apr13,a-pr13,search,AD18,4347,-1,1
AD19_d05_apr04,a-pr4,search,AD19,1956,-0.5,2
AD15_d06_apr10,a-pr10,search,AD15,1564,0,3
AD23_d03_apr16,a-pr16,search,AD23,33836,-0.5,2
AD13_d06_apr10,a-pr10,search,AD13,2098,0,3
AD22_d04_apr01,a-pr1,search,AD22,1410,0,3
AD12_d05_apr14,a-pr14,search,AD12,1026,0,3
AD17_d04_apr05,a-pr5,search,AD17,1492,-0.5,2
AD14_d05_apr16,a-pr16,search,AD14,7156,0,3
AD21_d09_apr10,a-pr10,search,AD21,4588,na,6
AD20_d07_apr16,a-pr16,search,AD20,3985,0,3
AD15_d02_apr21,a-pr21,search,AD15,1614,0,3
AD15_d09_apr01,a-pr1,search,AD15,3586,-0.5,2
AD22_d02_apr13,a-pr13,search,AD22,2270,-1,1
AD23_d02_apr06,a-pr6,search,AD23,3842,-0.5,2
AD13_d10_apr23,a-pr23,search,AD13,7254,0,3
AD21_d05_apr23,a-pr23,search,AD21,2244,0,3
AD18_d01_apr10,a-pr10,search,AD18,1096,0,3
AD19_d07_apr26,a-pr26,search,AD19,1500,0,3
AD16_d07_apr05,a-pr5,search,AD16,4426,0.5,4
AD17_d05_apr16,a-pr16,search,AD17,2838,-0.5,2
AD12_d10_apr32,a-pr32,search,AD12,1919,-0.5,2
AD12_d09_apr19,a-pr19,search,AD12,2856,-0.5,2
AD20_d02_apr13,a-pr13,search,AD20,2364,-1,1
AD14_d07_apr21,a-pr21,search,AD14,1956,0,3
AD14_d08_apr05,a-pr5,search,AD14,2061,0,3
AD14_d03_apr26,a-pr26,search,AD14,3595,0,3
AD17_d02_apr21,a-pr21,search,AD17,5101,-1,1
AD21_d08_apr14,a-pr14,search,AD21,2505,0,3
AD10_d08_apr21,a-pr21,search,AD10,2011,-0.5,2
AD13_d11_apr01,a-pr1,search,AD13,3782,na,6
AD14_d06_apr04,a-pr4,search,AD14,2202,0,3
AD13_d12_apr16,a-pr16,search,AD13,2037,-0.5,2
AD12_d01_apr22,a-pr22,search,AD12,4786,0,3
AD15_d08_apr05,a-pr5,search,AD15,1721,-0.5,2
AD23_d01_apr22,a-pr22,search,AD23,2840,0,3
AD20_d09_apr23,a-pr23,search,AD20,2337,-1,1
AD12_d04_apr04,a-pr4,search,AD12,2306,na,6
AD21_d06_apr16,a-pr16,search,AD21,2710,0,3
AD13_d05_apr22,a-pr22,search,AD13,2543,0,3
AD15_d03_apr04,a-pr4,search,AD15,2005,-1,1
AD20_d01_apr22,a-pr22,search,AD20,2488,-0.5,2
AD16_d13_apr21,a-pr21,search,AD16,6784,-1,1
AD15_d07_apr16,a-pr16,search,AD15,2532,-0.5,2
AD18_d06_apr01,a-pr1,search,AD18,3894,-1,1
AD18_d08_apr04,a-pr4,search,AD18,1781,-0.5,2
AD17_d01_apr10,a-pr10,search,AD17,1302,0,3
AD17_d03_apr04,a-pr4,search,AD17,2542,-0.5,2
AD16_d11_apr23,a-pr23,search,AD16,2714,-1,1
AD12_d03_apr16,a-pr16,search,AD12,1639,-0.5,2
AD22_d06_apr16,a-pr16,search,AD22,1347,0,3
AD15_d04_apr13,a-pr13,search,AD15,3102,0,3
AD13_d01_apr19,a-pr19,search,AD13,2730,-0.5,2
AD11_d02_apr16,a-pr16,search,AD11,2239,0,3
